index,"IC50, mM","CC50, mM",SI,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
0,102.414419950329,95.75748265355762,0.9349999999999999,5.466584467120182,5.466584467120182,0.7192592592592592,0.7192592592592592,0.6811652729031784,18.30769230769231,195.287,182.183,195.071785036,70,0,0.1191766061570301,-0.3602465648507605,0.3602465648507605,0.1191766061570301,1.230769230769231,2.076923076923077,2.923076923076923,32.16650562552672,10.29194773346762,2.082825304509476,-2.203512265227029,2.178786865214956,-2.230561566910071,7.988993090535532,0.1555393432587537,2.471240130234352,2.063713505251527,244.3614753211342,8.932875131431278,7.478888647122004,8.29538522804973,6.466326495188786,4.421446470685867,5.576147009065117,2.950079193378492,4.024774664053378,1.987598256323907,2.937187874129078,1.292488725935445,2.101283766745629,-0.67,1789.177854289671,8.907638783289222,4.533756418539996,2.386263729138183,82.88182934862967,9.636772684650527,6.730816747499484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76188494939112,18.19910120538483,12.13273413692322,11.44023988143035,12.48367035424628,4.736862953800049,17.44927122407468,0.0,0.0,0.0,0.0,29.86725043934303,30.33183534230805,0,0.0,4.899909730850478,5.687386274683562,0.0,11.76188494939112,24.96734070849255,4.736862953800049,0.0,0.0,30.33183534230805,0.0,0.0,0,12.47,0.0,0.0,0.0,0.0,0.0,24.96734070849255,5.687386274683562,0.0,17.82825201785273,29.16537800469692,4.736862953800049,5.466584467120182,1.919607898715041,2.247685185185185,0.0,1.24712962962963,2.132288595993953,10.39839710884354,0.0,1.588307114512472,0.0,0.4,13,0,2,0,1,1,1,0,1,3,0,3,1,0,1,1,2,2.1714,57.06500000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.04433287337977201,8.401079505466797,189.5,11.49271154358208,11.49271154358208,0.01235018004115185,-3.79802378590325,0.7691220745294064,27.65217391304348,360.907,335.7070000000001,360.12744134,130,0,0.2376763045805981,-0.3930869361274414,0.3930869361274414,0.2376763045805981,1.304347826086957,1.956521739130435,2.521739130434783,35.49569194701975,9.63149658426425,2.400142262368753,-2.44981297931141,2.456782787328345,-2.415599201617921,7.887726342874427,-0.003171143937725702,2.314946506835284,2.157249086802854,690.565805388263,17.46625532625088,13.7651014105951,15.33752693754128,10.3853772401152,7.640208597268804,9.564492548199592,7.787892872228434,9.785751710168002,4.341084227915671,5.452070084982838,3.857711655974853,4.739969629283206,-0.8200000000000002,54482.26603836841,18.51768064909725,6.23949597222821,5.075680750953505,142.8230218620473,10.42331599884704,0.0,0.0,10.02329115340758,0.0,0.0,0.0,13.55677072193688,0.0,0.0,32.37215148930439,48.29154701295642,17.25477599433746,10.99944986326608,13.52432437916964,27.31161731832366,0.0,0.0,15.9689546764015,51.03312633111598,11.86154500991891,23.22173451912616,0,0.0,10.45576234161427,5.687386274683562,0.0,11.60093989023252,26.17304717283052,10.02329115340758,10.82998093879356,40.0336764678499,23.0945846809026,5.022633313741326,0.0,0,92.42,10.02329115340758,13.52432437916964,0.0,21.82943080205964,23.67559761726347,12.84164324585202,12.13273413692322,6.06636706846161,0.0,26.0880002030782,16.73991362784046,22.98542308716416,5.980737416365722,-0.01235018004115185,18.85789457894932,0.6111141774096465,0.0,4.482362790795331,2.179163625347939,7.074789401023393,-3.79802378590325,0.625,23,4,5,1,0,1,1,0,1,4,3,7,4,1,0,1,2,2.9766,93.06070000000004,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,4.437963608698409,50.08558929816776,11.28571428571429,5.366083689572146,5.366083689572146,0.5229296237199272,0.5229296237199272,0.6126064020563108,24.60869565217391,315.4570000000001,286.225,315.219829168,126,0,0.1604874026622107,-0.4928699786635817,0.4928699786635817,0.1604874026622107,1.173913043478261,1.956521739130435,2.608695652173913,16.50776411273545,9.486684895970109,2.502183934255355,-2.562181959382336,2.58443774158405,-2.491154148525616,5.425000800618519,-0.007334631162033466,2.579709773992296,1.480237621953091,591.3045118475881,16.44938298937633,14.81613210199822,14.81613210199822,11.05720998379575,8.664686005711975,8.664686005711975,7.437432494763388,7.437432494763388,5.95019600429357,5.95019600429357,4.178056811128015,4.178056811128015,-1.48,168844.5844175697,16.38031861724282,6.561383301399492,3.116782216100397,139.6162800244286,14.79051451160643,0.0,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.56296610474601,60.75420946503038,6.544756405912575,14.21959508255507,9.473725907600098,0.0,0.0,5.316788604006331,17.25080256171957,33.10993926815928,27.30910789438022,35.41167733398498,0,11.49902366656781,14.79051451160643,0.0,11.49902366656781,0.0,27.30910789438022,6.42082162292601,17.25080256171957,32.25256913693026,29.84822584228798,0.0,0.0,0,30.49,0.0,0.0,0.0,0.0,5.41499046939678,42.84517019364176,18.40509473754901,19.79269961262433,6.06636706846161,37.37301724714468,9.473725907600098,10.64992010024464,0.0,0.0,3.622134904887881,3.427210435709298,3.317992676366525,6.164115976382391,6.156940152059998,6.89130733533886,3.353711752343745,0.6,23,1,3,3,0,3,1,0,1,3,1,3,7,1,0,1,4,3.828300000000003,94.19770000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6.827880512091038,682.7880512091037,99.99999999999999,13.31713005302111,13.31713005302111,0.02065793122652959,-4.829338516213292,0.3458233446880262,12.4,439.3750000000001,427.2790000000002,439.056209524,156,0,0.4369225207604185,-0.2748848678339232,0.4369225207604185,0.2748848678339232,1.033333333333333,1.633333333333333,2.133333333333333,32.22774674513836,10.10202968429961,2.384677029261281,-2.040424725167138,2.409619206879951,-2.051215765617322,7.90304748970537,-0.3844316813232687,3.10182699572746,2.02696472829924,1217.774715445884,22.10408352775558,15.08279140686384,15.89928798779156,13.96436362646857,8.088569249054812,9.979980787113067,6.063629948838184,8.079365523581032,3.90626667916864,5.034736906395331,2.449923856946436,3.080394369632522,-3.609999999999999,3706211.782190964,21.10736435133794,7.665067990051726,4.510598034237622,166.894495888338,0.0,5.687386274683562,15.53118113126596,0.0,5.687386274683562,6.176298517443475,15.21300007706661,8.417796984328938,23.38417707695489,5.114250125629398,0.0,36.39820241076966,23.95195481213162,21.20010879386747,26.51235317617107,26.89941196046819,0.0,10.19736361660208,10.2285002512588,11.07178199296125,6.255769183511404,64.33918281130691,0,11.25737948654546,0.0,30.23340396707515,0.0,0.0,29.79424083326009,16.01355165386098,10.11431826876557,5.693927994848461,63.65492027446945,0.0,11.25737948654546,0,130.68,32.31817697221067,31.70336039611897,0.0,27.52763551143035,0.0,18.38850332043462,36.39820241076966,0.0,0.0,20.42586386786087,0.0,62.90705839127224,0.0,10.14246102156131,23.65984167548598,-1.982007797121466,0.0,9.860583664298385,-3.814376613854654,0.0,-3.440227008308458,0.1176470588235294,30,1,9,0,0,0,2,1,3,7,1,13,5,0,0,0,3,4.822600000000003,99.4079,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,2.003252806537348,70.00145450698825,34.94389438943895,6.320833333333334,6.320833333333334,0.3003472222222221,0.3003472222222221,0.5620664127719119,60.27272727272727,151.253,134.117,151.136099544,62,0,0.01618411201662093,-0.3250304809663282,0.3250304809663282,0.01618411201662093,0.8181818181818182,1.181818181818182,1.454545454545455,14.78866437460914,9.531930652599877,2.481276293938632,-2.547052669565891,2.5391930577737,-2.552993476724806,5.038956757069665,0.0003654170496190726,1.787472375890056,1.940003547175709,150.0275860977003,7.474691494688164,7.052041763877789,7.052041763877789,5.234894785954589,5.023569920549402,5.023569920549402,5.279927863931453,5.279927863931453,4.085604198162151,4.085604198162151,4.177633568359496,4.177633568359496,-0.04,434.3557873412837,6.473203017832648,1.820089738360236,0.8682518116739604,68.34612729382405,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.27864787604024,5.538925252383345,0.0,0.0,0.0,0.0,0.0,23.48738561564636,44.0638549899394,0.0,0.0,0,0.0,5.733667477162185,0.0,0.0,0.0,5.538925252383345,0.0,17.75371813848418,38.52492973755606,0.0,0.0,0.0,0,26.02,0.0,0.0,0.0,0.0,5.538925252383345,17.75371813848418,38.52492973755606,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,0.0,6.621180555555556,3.059027777777777,0.0,8.569791666666667,0.0,0.0,1.0,11,2,1,4,0,4,0,0,0,1,1,1,0,4,0,4,4,1.9139,45.09040000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,79.44685727492465,204.3950964436698,2.572727272727272,13.22785037163013,13.22785037163013,0.1017020975056691,-4.536017600033619,0.8035625786457862,27.1,415.3670000000001,399.2390000000001,415.103142652,154,0,0.4159856358631061,-0.4809813684659334,0.4809813684659334,0.4159856358631061,1.133333333333333,1.9,2.633333333333333,19.41318617390762,9.688625786120454,2.559478542141948,-2.308559789521822,2.53736135718088,-2.394851452780326,6.00446121422697,-0.1474256547294535,3.2290830365576,1.545212919282584,1093.785386832056,21.20637782332753,15.46572576207087,15.46572576207087,14.25303876106338,9.45416622071515,9.45416622071515,7.737184211571746,7.737184211571746,6.088915040307838,6.088915040307838,4.833248205409689,4.833248205409689,-3.289999999999999,8417903.026168082,18.72054157224001,6.352724786258793,2.701322328361217,168.9180850375276,14.74330007949123,11.50867670494008,0.0,5.907179729351506,0.0,12.14560380539533,9.589074368143644,0.0,13.17124514302446,0.0,24.26546827384644,30.34148838068032,23.71350021845453,23.31716963018118,32.60370985980886,17.56387129198692,0.0,0.0,17.75371813848418,12.09420456360487,11.44466613676305,71.49302450957694,0,5.749511833283905,9.636772684650527,18.85863141770802,5.749511833283905,0.0,23.52776881805664,15.76537288558712,17.75371813848418,17.04480902955538,60.36612152618294,0.0,0.0,0,66.84,47.2878592110894,27.86684690600881,0.0,12.23214268059614,17.07212819663708,12.13273413692322,17.0326438677737,30.34148838068032,0.0,0.0,4.736862953800049,45.17375745022584,0.0,26.70380596489182,9.98110567295993,-0.03879467083741983,-3.528877398213391,11.62914886426458,-2.771847980797035,0.1017020975056691,0.0,0.2727272727272727,30,1,5,1,2,3,2,0,2,3,1,8,2,0,1,1,5,4.058900000000002,99.79680000000002,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,2,0,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,83.3193041126066,1426.700412887099,17.12328767123288,11.07419784580499,11.07419784580499,0.0940661743092297,-0.7280542564247925,0.8965733964405183,34.96,350.4550000000001,320.215,350.20932406,140,0,0.2027772128106947,-0.4927029063230549,0.4927029063230549,0.2027772128106947,1.08,1.72,2.28,16.53184809516055,9.683357218258113,2.475071666121743,-2.492631356502737,2.493017186107446,-2.510467624366919,5.539676489486705,-0.1973857771939412,2.58604410649069,1.932394158044765,587.0992305483034,18.18986996538248,15.87273549723936,15.87273549723936,11.88970853776477,9.069657878632821,9.069657878632821,7.707863910564972,7.707863910564972,5.849291715825199,5.849291715825199,4.45998000813896,4.45998000813896,-1.46,384441.3168709059,18.33464460373244,7.040798070949275,3.444884403696844,149.7773450842146,24.0539792100409,0.0,11.49902366656781,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,13.34455882261663,43.37947212032425,12.3387276690874,39.1383762103129,24.0539792100409,0.0,0.0,0.0,11.83581209232279,57.33974447756557,21.3293926238326,17.69618562862022,0,17.24853549985172,14.21058886140015,0.0,17.24853549985172,0.0,38.14093721740529,4.736862953800049,11.83581209232279,51.19817877053057,12.13273413692322,0.0,0.0,0,57.15000000000001,5.601050810983688,5.106527394840706,0.0,18.125838821658,29.58726316893912,24.82591636047502,0.0,21.3293926238326,19.05647133661384,6.923737199690624,18.9474518152002,22.76992102957268,0.0,0.0,11.07419784580499,0.2223638274754345,2.635806416957661,3.850558862433862,3.672272073748895,4.213794831778237,4.811085112228239,0.7,25,1,5,1,1,2,1,0,1,5,1,5,4,1,1,2,3,3.729600000000003,95.45780000000008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,12.89872596527243,29.19954801158601,2.263754427390791,13.11039714033762,13.11039714033762,0.3485359977324258,-1.7074467356387,0.6347408383000817,20.16,328.323,316.2270000000001,328.073558864,120,0,0.3471340218274015,-0.44032160356295,0.44032160356295,0.3471340218274015,0.64,1.32,2.16,16.73149204369519,9.951353169456576,2.588553558673317,-2.209531278434917,2.497824329517118,-2.367026335929272,6.127924699149889,-0.09758209461533185,3.109987156008606,1.71619116341385,1038.771516313373,17.01829709012868,13.06119639213096,13.06119639213096,12.20514391246633,7.956795678960466,7.956795678960466,6.03115441607824,6.03115441607824,4.627157201036993,4.627157201036993,3.471268079541159,3.471268079541159,-3.399999999999999,1235299.338315242,13.986474609375,4.800951248513675,1.761890352438591,143.1788902268577,9.473725907600098,5.749511833283905,0.0,0.0,5.783244946364939,11.75641644052245,4.794537184071822,4.794537184071822,0.0,0.0,54.59730361615449,23.76255269708183,5.563451491696996,16.69035447509099,19.06280027574374,11.75255023431679,0.0,0.0,0.0,5.787111152570596,0.0,89.48675929663034,0,16.8764148166779,4.736862953800049,0.0,5.749511833283905,0.0,11.75255023431679,10.52397410637064,0.0,26.27942884323463,72.79640482153933,0.0,11.12690298339399,0,52.60000000000001,11.75641644052245,9.589074368143644,0.0,5.783244946364939,22.43986630837489,11.12690298339399,0.0,30.33183534230805,42.46456947923127,0.0,9.473725907600098,11.51269321617536,0.0,25.33418559825216,0.0,2.973656252624507,-2.152075053015031,21.91487331929635,0.0,0.0,0.0,0.04761904761904762,25,0,4,0,2,2,3,0,3,4,0,4,1,0,0,0,5,3.952100000000002,90.372,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,28.00209695049858,500.0055769960069,17.85600477992432,6.191527777777778,6.191527777777778,0.4452777777777774,0.4452777777777774,0.657471607480536,55.38461538461539,179.307,158.139,179.167399672,74,0,0.006728513062846469,-0.3274396166071241,0.3274396166071241,0.006728513062846469,1.0,1.384615384615385,1.692307692307692,14.71715798241228,9.477838156525106,2.516653967836344,-2.580818336258048,2.603244566327613,-2.529163585182835,5.037929826087298,-0.0637290337361754,2.001544835963606,1.911265472660675,183.8801538466516,9.05204176387779,8.629392033067417,8.629392033067417,6.178270458928654,5.934253523072361,5.934253523072361,6.068602998526267,6.068602998526267,5.051530024451221,5.051530024451221,4.735311104184703,4.735311104184703,-0.04,1242.959343133399,8.28331493608625,2.502526358622189,1.092132799981149,81.07601152261728,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.61737554512766,6.041840829147961,0.0,0.0,0.0,0.0,0.0,28.90237608504314,51.49050776639466,0.0,0.0,0,0.0,5.733667477162185,0.0,0.0,0.0,6.041840829147961,0.0,23.16870860788096,45.44866693724668,0.0,0.0,0.0,0,26.02,0.0,0.0,0.0,0.0,11.45683129854474,17.75371813848418,38.52492973755606,0.0,0.0,6.923737199690624,5.733667477162185,0.0,0.0,0.0,0.0,6.769652777777778,3.159027777777777,0.4452777777777774,8.966180555555557,2.243194444444445,0.0,1.0,13,2,1,4,0,4,0,0,0,1,1,1,1,4,0,4,4,2.550000000000001,54.25440000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,175.6531815297461,689.7376238079034,3.926701570680628,13.34745238707623,13.34745238707623,0.000990173847316811,-0.180184029534679,0.4163257531345383,26.36666666666667,434.9480000000002,415.7960000000002,434.085576528,150,0,0.2048032512225465,-0.3613902811758027,0.3613902811758027,0.2048032512225465,1.166666666666667,1.966666666666667,2.7,35.49569219345337,9.861079490699545,2.554036105507716,-2.211517276503326,2.492132346784548,-2.325699858575334,7.177808914611569,0.03506687442782926,3.522504293009032,1.407048111175475,1157.708858500357,20.29431797206757,16.12401037842551,17.6964359053717,14.61092344930622,10.0988230085215,11.29328406245846,8.159735854187467,9.573692442025362,6.296668970240204,7.663574170794154,4.814269486537508,5.998665328574633,-2.469999999999999,19548123.48403645,18.31102201576279,6.77236385428646,2.841297958412742,183.3211525464162,9.636772684650527,10.47819800468499,5.131558479839333,5.783244946364939,0.0,0.0,4.794537184071822,4.983978520947209,0.0,0.0,77.55433546106629,18.55355575984923,28.61219874920928,18.34265078850934,9.53140013787187,33.85252919437153,0.0,4.983978520947209,5.917906046161393,18.125838821658,17.98942254267563,82.21257582896187,0,11.25737948654546,4.899909730850478,5.131558479839333,0.0,22.93772576816725,35.56175347786929,4.736862953800049,5.917906046161393,21.65595749239613,66.74934382982225,5.022633313741326,11.25737948654546,0,42.43000000000001,0.0,4.794537184071822,0.0,17.48826214509693,21.38113804530101,35.89927240113595,11.33678587793474,0.0,54.59730361615449,17.05194994451824,21.32178136497977,6.229653950780394,7.555443494209033,21.2344524010736,1.54146922438499,2.108102898147918,0.4885068310050269,16.91432451346825,5.756832485200714,1.698991979507853,0.0,0.25,30,0,4,0,3,3,2,1,3,5,0,6,4,0,2,2,6,5.228200000000005,119.4985,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
